solar_generation,date (YYYYMMDD),hour (HHMM),variable_1,variable_2,variable_3,variable_4,variable_5
0,20130629,2200,19.8,84,0.28,4,133.11
0,20130629,2300,18,91,0.28,5.21,21.73
0,20130630,0,16.8,95,0.27,3.67,46.55
0,20130630,100,16.3,94,0.28,5.11,146.04
0,20130630,200,16.5,92,0.28,5.14,27.87
0,20130630,300,15.4,96,0.27,5.39,112.87
0,20130630,400,14.8,96,0.28,4.45,42.58
1.14,20130630,500,14.1,97,0.28,5.4,80.02
95.82,20130630,600,15.6,96,0.27,5.76,132.5
284.04,20130630,700,18.4,87,0.28,6.24,13.4
472.96,20130630,800,20.5,80,0.27,6.6,14.97
648.7,20130630,900,21.9,73,0.27,6.75,113.51
790.49,20130630,1000,23,69,0.27,6.31,95.69
599.91,20130630,1100,23.4,64,0.27,6.1,54.56
875.15,20130630,1200,24.1,59,0.27,6.35,82.61
776.5,20130630,1300,24.4,58,0.27,6.02,119.88
523.31,20130630,1400,24.1,58,0.26,6.4,128.6
683.77,20130630,1500,24.4,59,0.27,6.29,138.09
576.59,20130630,1600,24.3,59,0.26,5.72,144.84
253.54,20130630,1700,20,74,0.26,5.47,98.02
60.11,20130630,1800,20.2,80,0.27,4.4,111.17
3.42,20130630,1900,19.6,85,0.27,3.77,25.08
0,20130630,2000,18.5,87,0.27,5.42,114.01
0,20130630,2100,18,91,0.27,4.72,131.56
0,20130630,2200,17.4,91,0.27,4.86,114.42
0,20130630,2300,17.3,95,0.27,4.82,80.79
0,20130701,0,17.6,95,0.27,4.29,138.07
0,20130701,100,17.6,94,0.27,3.78,104.38
0,20130701,200,17.4,94,0.27,4.85,29.11
0,20130701,300,17.2,95,0.27,4.64,52.32
0,20130701,400,16.4,97,0.27,4.57,142.77
0,20130701,500,16.1,96,0.27,5.76,31.96
107.42,20130701,600,16.8,95,0.27,5.54,117.95
235.72,20130701,700,19,83,0.27,5.97,19.91
476.53,20130701,800,20.7,83,0.27,6.45,68.4
624.28,20130701,900,22.2,79,0.27,6.57,81.5
831.96,20130701,1000,23.3,72,0.26,6.07,39.92
478.17,20130701,1100,22.1,70,0.36,5.07,21.65
90.54,20130701,1200,16.2,93,0.37,5.27,60.11
54.76,20130701,1300,17,92,0.39,6.24,55.02
478.49,20130701,1400,18.2,90,0.36,5.93,106.19
663.73,20130701,1500,21.7,77,0.36,5.59,3.16
226.21,20130701,1600,21.9,73,0.35,5.29,97.51
35.06,20130701,1700,20.7,83,0.35,5.98,124.59
76.51,20130701,1800,18.7,89,0.37,4.8,19.73
40.65,20130701,1900,18.4,92,0.36,3.08,24.66
0,20130701,2000,17.6,96,0.36,4.66,101.56
0,20130701,2100,17.6,97,0.36,3.9,72.09
0,20130701,2200,17.4,95,0.35,4.61,134.92
0,20130701,2300,16.9,97,0.36,4.31,25.58
0,20130702,0,16.2,98,0.35,4.11,93.52
0,20130702,100,16.8,97,0.35,4.74,88.54
0,20130702,200,16.7,97,0.35,3.2,56.99
0,20130702,300,17.4,97,0.35,4.5,10.45
0,20130702,400,17.3,96,0.35,3.25,109.22
1.69,20130702,500,16.8,97,0.35,5.7,19.48
46.7,20130702,600,17.2,96,0.35,6.03,133.2
138.89,20130702,700,17.9,95,0.35,6.02,47.95
224.69,20130702,800,18.9,92,0.35,6.6,45
596.81,20130702,900,20.7,86,0.35,6.5,50.94
661.18,20130702,1000,21.9,81,0.34,6.17,147.6
568.98,20130702,1100,22.8,74,0.34,6.01,109.34
321.27,20130702,1200,22.2,77,0.34,6.88,15.58
852.71,20130702,1300,24.1,72,0.34,6.73,59.19
642.76,20130702,1400,24.7,68,0.34,6.24,132.58
184.03,20130702,1500,23,71,0.45,5.89,60.33
139.26,20130702,1600,19.4,94,0.47,5.6,31.62
299.59,20130702,1700,21.1,89,0.47,4.55,86.03
14.93,20130702,1800,19.6,93,0.46,4.31,22.99
0,20130702,1900,19,95,0.46,5.2,100.17
0,20130702,2000,18.6,97,0.47,3.68,92.69
0,20130702,2100,18.2,97,0.47,5.03,51.11
0,20130702,2200,17.6,98,0.45,4.94,25.38
0,20130702,2300,17.7,98,0.44,5.01,144.42
0,20130703,0,17.9,97,0.43,4.21,97.75
0,20130703,100,17.6,97,0.41,4.8,26.31
0,20130703,200,17.1,98,0.4,3.23,145.85
0,20130703,300,17.2,98,0.4,2.01,110.27
0,20130703,400,17.7,98,0.4,4.76,10.39
0,20130703,500,18.8,97,0.39,5.01,54.68
20.64,20130703,600,19.4,97,0.39,5.89,94.07
84.49,20130703,700,20.1,96,0.39,5.87,23.8
154.07,20130703,800,20.5,94,0.38,6.13,110.76
159.13,20130703,900,21,92,0.38,5.95,29.31
169.71,20130703,1000,21.3,90,0.38,5.62,139.45
194.25,20130703,1100,21.3,90,0.38,5.56,34.62
243.97,20130703,1200,21.2,88,0.38,5.81,97.83
217.5,20130703,1300,21.2,87,0.37,5.88,116.27
158.65,20130703,1400,21.1,88,0.37,5.51,50.21
287.77,20130703,1500,21.8,85,0.37,5.75,61.72
175.04,20130703,1600,21.2,83,0.37,5.13,143.91
113.29,20130703,1700,20.7,85,0.37,4.66,114.77
21.52,20130703,1800,19.9,88,0.37,4.35,69.07
0,20130703,1900,19.4,90,0.37,4.75,15.21
0,20130703,2000,18.9,92,0.37,4.48,119.49
0,20130703,2100,18.7,94,0.37,4.91,89.07
0,20130703,2200,18.6,92,0.37,5.02,21.9
0,20130703,2300,18.6,90,0.37,4.11,122.18
0,20130704,0,18.4,90,0.37,4.16,72.16
0,20130704,100,18.4,90,0.37,4.15,47.65
0,20130704,200,18.2,94,0.37,4.51,17.62
0,20130704,300,18.1,97,0.45,4.47,133.8
0,20130704,400,18.2,97,0.45,5.17,136.43
0,20130704,500,18.4,97,0.49,5.36,43.9
1.32,20130704,600,18.3,96,0.5,5.2,6.51
30.83,20130704,700,18.3,96,0.5,5.36,6.96
66.66,20130704,800,18.5,96,0.5,5.86,102.22
78.85,20130704,900,18.7,96,0.5,5.51,113.08
191.22,20130704,1000,19.3,95,0.5,6.38,43.72
254.13,20130704,1100,20,93,0.5,5.92,25.52
180.84,20130704,1200,20.4,93,0.5,5.94,22.03
197.91,20130704,1300,21.1,90,0.51,5.66,113.42
171.88,20130704,1400,21.3,90,0.5,5.58,63.04
106.01,20130704,1500,21.3,92,0.5,5.68,7.87
55.01,20130704,1600,20.9,93,0.5,5.21,149.46
7.45,20130704,1700,18.9,95,0.5,4.83,11.6
16.28,20130704,1800,18,96,0.5,4.79,91.8
2.45,20130704,1900,17.7,97,0.51,4.49,17.88
0,20130704,2000,18,97,0.5,4.77,96.52
0,20130704,2100,18.7,94,0.5,4.89,59.63
0,20130704,2200,18.6,95,0.51,4.69,90.29
0,20130704,2300,19.1,94,0.51,5.36,135.17
0,20130705,0,19.3,93,0.5,4.62,27.44
0,20130705,100,19.2,94,0.51,4.57,95.89
0,20130705,200,19.1,93,0.5,4.39,29.03
0,20130705,300,19.1,94,0.51,3.42,140.82
0,20130705,400,19.2,95,0.5,4.95,91.18
0,20130705,500,19.3,95,0.51,4.72,91.29
18.52,20130705,600,19.4,95,0.5,4.89,89.7
34.89,20130705,700,19.7,93,0.51,5.74,86.2
78.13,20130705,800,19.9,92,0.5,6.19,135.87
192.2,20130705,900,20.3,92,0.5,5.87,94.19
187.86,20130705,1000,20.6,89,0.5,5.74,91.76
457.38,20130705,1100,21.7,86,0.51,6.38,48.95
451.32,20130705,1200,22,85,0.5,5.93,73.58
312.42,20130705,1300,22,85,0.5,5.77,14.42
260.69,20130705,1400,22,85,0.5,5.97,98.54
119.06,20130705,1500,21.2,88,0.5,5.08,137.81
93.26,20130705,1600,21.2,87,0.5,4.87,83.78
30.54,20130705,1700,20.9,87,0.5,4.71,128.88
22.88,20130705,1800,20.1,93,0.5,4.51,131.39
2.82,20130705,1900,19.9,95,0.5,4.3,37.31
0,20130705,2000,19.8,96,0.5,5.18,8.23
0,20130705,2100,19.6,96,0.51,4.56,139.2
0,20130705,2200,19.3,97,0.5,4.56,51
0,20130705,2300,19.6,95,0.5,4.58,34.09
0,20130706,0,19.6,96,0.51,5.19,131.43
0,20130706,100,19.4,97,0.5,4.82,82.75
0,20130706,200,19.4,97,0.51,4.26,14.73
0,20130706,300,19.6,95,0.51,4.7,40.48
0,20130706,400,19.6,95,0.51,4.15,72.05
0,20130706,500,19.5,96,0.51,4.8,52.34
1.03,20130706,600,19.6,96,0.5,4.75,48.96
21.22,20130706,700,19.7,96,0.5,5.73,99.97
36.28,20130706,800,17.9,95,0.51,5.61,25.95
91.11,20130706,900,17.1,95,0.51,5.38,95.67
106.89,20130706,1000,17.3,96,0.51,6.05,96.03
164.74,20130706,1100,18,96,0.51,5.89,140.31
272.44,20130706,1200,18.7,94,0.5,5.34,60.29
175.89,20130706,1300,19,94,0.51,6.04,149.84
167.92,20130706,1400,19,94,0.51,5.99,9.35
170.44,20130706,1500,19.3,93,0.51,5.33,95.94
112.61,20130706,1600,19.4,93,0.51,5.77,69.6
49.85,20130706,1700,19.1,95,0.51,4.95,20.15
16.53,20130706,1800,19,96,0.51,4.75,69.02
0,20130706,1900,18.9,97,0.51,4.66,22.65
0,20130706,2000,18.5,97,0.51,5.07,130.18
0,20130706,2100,18.4,97,0.51,4.96,34.43
0,20130706,2200,18.4,97,0.51,5.23,35.16
0,20130706,2300,18.4,97,0.51,4.39,22.52
0,20130707,0,18.4,96,0.51,4.23,141.76
0,20130707,100,18.3,97,0.51,4.42,106.64
0,20130707,200,18.4,97,0.51,4.35,35.43
0,20130707,300,18.7,97,0.51,4.74,115.32
0,20130707,400,18.8,97,0.51,4.96,47.08
0,20130707,500,18.9,97,0.51,4.87,64.51
24.06,20130707,600,19.2,98,0.51,5.68,40.13
47.86,20130707,700,19.6,97,0.51,5.49,51.12
92.82,20130707,800,19.9,97,0.51,6.29,83.48
273.1,20130707,900,20.7,94,0.51,6.09,117.49
542.96,20130707,1000,21.9,88,0.51,5.68,151.4
332.49,20130707,1100,21.8,88,0.51,6.48,150.27
394.21,20130707,1200,22,88,0.51,6.16,53.11
402.5,20130707,1300,22,88,0.51,6.19,138.6
589.64,20130707,1400,23.7,79,0.51,6.06,53.93
528.23,20130707,1500,23.9,79,0.51,6.38,84.35
508.2,20130707,1600,24.2,77,0.51,6.35,28.02
220.12,20130707,1700,23.7,80,0.51,5.91,40.3
93.99,20130707,1800,22.9,83,0.51,4.51,139.5
21.92,20130707,1900,21.8,87,0.51,5.11,120.12
0,20130707,2000,20.4,94,0.51,4.39,16.14
0,20130707,2100,19.6,96,0.51,4.77,74.27
0,20130707,2200,18.8,98,0.51,4.63,112.34
0,20130707,2300,18.4,98,0.51,4.38,67.51
0,20130708,0,18.6,99,0.51,4.46,112.63
0,20130708,100,19.2,99,0.51,3.93,77.59
0,20130708,200,18.9,100,0.51,5.11,45.79
0,20130708,300,18.5,100,0.51,5.25,68.47
0,20130708,400,18.1,100,0.51,4.57,6.76
1.89,20130708,500,17.5,100,0.51,5.11,54.42
54.49,20130708,600,18.1,100,0.51,5.74,101.69
158.76,20130708,700,19.5,100,0.51,6.24,121.51
349.04,20130708,800,20.9,100,0.51,6.63,95.64
557.07,20130708,900,22.8,98,0.51,6.12,89.56
723.72,20130708,1000,24.7,77,0.51,6.02,70.71
514.26,20130708,1100,25.3,72,0.51,6.08,143.88
937.77,20130708,1200,26.2,70,0.49,6.87,102.33
765.45,20130708,1300,26.3,71,0.47,5.91,109.96
786.09,20130708,1400,26.6,71,0.45,6.24,82.13
692.07,20130708,1500,26.8,69,0.44,5.91,115.57
517.4,20130708,1600,26.9,65,0.43,6.37,103.88
336.6,20130708,1700,26.9,65,0.43,5.46,62.43
198.54,20130708,1800,26.5,69,0.43,4.51,132.24
2.95,20130708,1900,24.7,81,0.43,4.72,102.1
0,20130708,2000,23.3,88,0.43,4.76,118.34
0,20130708,2100,22,93,0.42,4.62,80.55
0,20130708,2200,21,97,0.42,3.87,49.21
0,20130708,2300,20.6,97,0.42,4.14,55.53
0,20130709,0,20.2,98,0.42,4.59,101.24
0,20130709,100,19.6,99,0.42,4.74,66.91
0,20130709,200,19,98,0.42,4.82,105.8
0,20130709,300,18.6,98,0.42,5.12,108.66
0,20130709,400,18.8,98,0.42,4.7,30.62
0,20130709,500,18.7,99,0.42,5.52,36.33
82.8,20130709,600,19.6,99,0.41,5.73,116.66
243.8,20130709,700,22,96,0.41,6.59,136.1
430.05,20130709,800,23.8,90,0.41,6.65,89.36
458.32,20130709,900,24.8,84,0.41,6.7,28.52
685.11,20130709,1000,26.1,77,0.41,6.05,138.82
588.94,20130709,1100,26.6,74,0.4,6.15,81.44
481.6,20130709,1200,26.9,71,0.4,5.74,39.46
358.78,20130709,1300,26.6,73,0.4,5.95,137.7
141.93,20130709,1400,23.6,88,0.4,5.72,3.28
102.54,20130709,1500,22.7,93,0.4,5.87,139.49
178.74,20130709,1600,23.4,93,0.4,6.03,46.66
201.54,20130709,1700,25.1,88,0.4,5.85,80.93
93.31,20130709,1800,24.8,90,0.4,5.1,77.53
52.86,20130709,1900,24.5,91,0.4,3.55,136.5
0,20130709,2000,23.2,95,0.4,5.13,134.99
0,20130709,2100,22.2,97,0.4,5.27,51.44
0,20130709,2200,21.9,98,0.4,4.9,84.03
0,20130709,2300,21.4,98,0.4,4.73,20.95
0,20130710,0,20.8,98,0.4,4.62,79.63
0,20130710,100,21.1,97,0.4,4.73,129.39
0,20130710,200,21.1,97,0.4,4.94,95.02
0,20130710,300,20.7,97,0.4,4.58,127.48
0,20130710,400,20.2,98,0.4,3.93,91.62
2.1,20130710,500,19.9,98,0.4,4.98,111.39
68.37,20130710,600,20.7,97,0.4,5.61,66.36
269.57,20130710,700,22.9,94,0.4,5.66,111.73
372.04,20130710,800,24.7,86,0.4,6.22,16.38
210.97,20130710,900,24.3,86,0.4,6.1,70.49
496.13,20130710,1000,25.7,80,0.39,6.43,11.42
865.9,20130710,1100,27.1,73,0.39,6.08,42.24
637.02,20130710,1200,27.4,70,0.4,6.38,111.43
382.81,20130710,1300,25.5,79,0.39,6.41,43.16
646.74,20130710,1400,28.1,70,0.39,5.69,147.52
477.48,20130710,1500,28.5,66,0.39,5.64,70.11
51.71,20130710,1600,23.2,80,0.46,5.35,24.33
10.98,20130710,1700,20.4,93,0.5,4.54,97.66
6.21,20130710,1800,20.7,94,0.5,3.98,27.08
0,20130710,1900,20.4,96,0.5,4.63,76.9
0,20130710,2000,20,97,0.51,5.28,47.9
0,20130710,2100,20.3,97,0.51,5.13,14.94
0,20130710,2200,20.3,96,0.5,3.48,20.25
0,20130710,2300,20.1,97,0.51,4.45,148.11
0,20130711,0,19.8,97,0.49,5.33,149.61
0,20130711,100,19.5,97,0.51,5.04,14.4
0,20130711,200,19.2,97,0.51,5.25,40.34
0,20130711,300,18.7,98,0.51,4.47,73.68
0,20130711,400,18.5,98,0.51,5.16,58.81
0,20130711,500,17.9,98,0.51,5.51,92.51
86.19,20130711,600,18.6,98,0.51,5.4,13.76
179.27,20130711,700,20.2,96,0.51,6,107.81
411.88,20130711,800,21.7,91,0.51,5.81,9.54
534.73,20130711,900,22.7,85,0.5,6.85,61.35
697.66,20130711,1000,24.1,78,0.51,6.25,109.21
687,20130711,1100,24.9,75,0.49,6.03,104.56
1006.08,20130711,1200,26.1,70,0.48,6.53,110.63
785.47,20130711,1300,26.4,69,0.47,5.85,62.55
399.66,20130711,1400,26,72,0.45,6.4,32.48
565.33,20130711,1500,26.5,70,0.44,6.54,23.46
382.85,20130711,1600,26.5,67,0.43,6.4,77.68
273.68,20130711,1700,25.6,74,0.41,6.14,46.2
198.1,20130711,1800,25.1,76,0.43,4.66,92.75
11.06,20130711,1900,23.5,83,0.42,4.45,118.46
0,20130711,2000,21.7,92,0.43,4.38,119.77
0,20130711,2100,21.4,92,0.42,5.32,90.52
0,20130711,2200,21,89,0.42,4.18,31.62
0,20130711,2300,20.6,92,0.42,5,40.95
0,20130712,0,20,93,0.42,4.45,110.93
0,20130712,100,19.3,94,0.42,5.21,31.9
0,20130712,200,18.8,95,0.42,4.5,128.36
0,20130712,300,18.7,96,0.42,4.63,135.72
0,20130712,400,18.7,95,0.42,4.79,56.65
0,20130712,500,18.7,92,0.41,5.3,21.14
20.6,20130712,600,18.6,92,0.41,5.42,43
76.3,20130712,700,18.7,91,0.41,5.96,136.33
264.84,20130712,800,19.5,84,0.41,5.54,116.13
320.43,20130712,900,20.1,81,0.41,6.53,4.62
479.09,20130712,1000,20.6,78,0.4,6.07,50.99
792.75,20130712,1100,21.7,72,0.41,6.52,106.71
770.57,20130712,1200,22.7,65,0.4,6.74,63.46
855.86,20130712,1300,23.3,62,0.4,6.35,109.93
833.43,20130712,1400,23.9,59,0.4,6.59,111.27
629.42,20130712,1500,24,59,0.39,6.09,77.99
499.05,20130712,1600,23.8,60,0.39,6.29,136.62
336.45,20130712,1700,23.3,63,0.39,5.94,81.26
186.38,20130712,1800,22.3,63,0.39,4.78,61.27
34.05,20130712,1900,20.4,70,0.39,4.68,133.66
0,20130712,2000,18.4,80,0.39,4.63,122.2
0,20130712,2100,17.4,83,0.39,3.77,78.53
0,20130712,2200,16.7,85,0.39,4.62,37.07
0,20130712,2300,16.9,83,0.38,4.28,16.6
0,20130713,0,16.5,84,0.39,5.23,80.5
0,20130713,100,16.3,85,0.39,4.56,24.95
0,20130713,200,15.2,91,0.38,4.36,94.08
0,20130713,300,15,93,0.38,5.06,30.78
0,20130713,400,15,93,0.39,4.84,32.66
1.22,20130713,500,14.2,96,0.38,5.66,70.76
58.26,20130713,600,15,95,0.39,5.84,45.4
233.02,20130713,700,17,91,0.38,5.78,57.24
228.2,20130713,800,19.1,85,0.39,5.65,70.18
396.25,20130713,900,20.6,82,0.39,6.46,144.1
555.17,20130713,1000,22.8,76,0.38,6.61,62.59
612.78,20130713,1100,24,70,0.38,6.63,72.33
693.57,20130713,1200,23.5,79,0.39,6.01,23.24
673.04,20130713,1300,24.9,69,0.38,6.75,121.29
700.74,20130713,1400,25.3,66,0.38,6.1,93.37
615.9,20130713,1500,25.4,64,0.38,6.14,14.9
335.47,20130713,1600,24.1,72,0.38,5.85,43.92
187.54,20130713,1700,23.4,75,0.38,5.54,118.77
67.91,20130713,1800,22.6,76,0.38,5.41,72.25
6.63,20130713,1900,21.6,82,0.38,5.03,28.39
0,20130713,2000,21.1,84,0.38,4.37,95.79
0,20130713,2100,21.1,85,0.38,4.49,27.96
0,20130713,2200,20.4,90,0.38,3.09,148.52
0,20130713,2300,19.7,94,0.38,4.45,49.51
0,20130714,0,19.4,93,0.38,4.85,33.75
0,20130714,100,18.4,96,0.38,3.86,57.53
0,20130714,200,18.3,97,0.38,4.83,105.57
0,20130714,300,18.8,94,0.38,4.4,45.81
0,20130714,400,18.7,94,0.38,4.28,3.51
0,20130714,500,18.9,94,0.38,5.24,78.24
18.97,20130714,600,19.4,91,0.38,5.68,69.42
120.99,20130714,700,20.5,88,0.38,6.19,2.31
153.31,20130714,800,21.7,84,0.38,6.01,100.89
461.52,20130714,900,22.8,81,0.38,6.12,17.96
822.79,20130714,1000,25,73,0.38,5.63,61.02
336.13,20130714,1100,24.8,71,0.38,5.82,150.43
502.32,20130714,1200,25.2,72,0.37,6.27,61.46
576.66,20130714,1300,25.9,68,0.37,6.7,87.16
657.45,20130714,1400,26.3,68,0.37,5.87,147.48
239.64,20130714,1500,24.6,77,0.37,5.54,58.88
254.82,20130714,1600,24.3,81,0.37,5.91,138.59
152.86,20130714,1700,24.4,80,0.37,4.81,94.67
31.14,20130714,1800,22.2,93,0.43,4.64,15.86
15.41,20130714,1900,22.2,95,0.4,4.99,63.04
0,20130714,2000,21.9,95,0.4,3.21,22.11
0,20130714,2100,21.7,94,0.4,4.65,140.38
0,20130714,2200,21.3,91,0.4,4.83,89.54
0,20130714,2300,20.8,92,0.4,4.83,77.34
0,20130715,0,21.1,85,0.4,4.88,105.65
0,20130715,100,20.3,87,0.4,3.97,25.67
0,20130715,200,19,94,0.4,4.36,39.56
0,20130715,300,18.3,96,0.4,4.8,15.99
0,20130715,400,19.3,90,0.39,4.69,58.13
0,20130715,500,18.8,94,0.39,5.54,62.31
77.01,20130715,600,19.6,92,0.39,6.06,14.88
263.85,20130715,700,21.1,86,0.39,5.85,131.19
465.85,20130715,800,22.6,80,0.39,6.08,87.6
650.8,20130715,900,24.1,71,0.39,5.92,128.25
739.79,20130715,1000,24.8,68,0.39,5.96,112.28
877.91,20130715,1100,25.6,64,0.39,6.49,57.61
679.91,20130715,1200,25.9,64,0.38,6.28,68.41
880.85,20130715,1300,26.6,63,0.39,6.12,147.47
565.25,20130715,1400,26.5,63,0.38,6.12,12.99
564.36,20130715,1500,26.8,63,0.38,6.19,27.42
446.09,20130715,1600,27,62,0.38,5.72,14.47
371.44,20130715,1700,27.2,62,0.38,5.41,129.52
178.83,20130715,1800,26.9,62,0.38,4.81,135.87
29.73,20130715,1900,25.1,71,0.38,4.74,78.08
0,20130715,2000,22.4,87,0.38,4.31,49.02
0,20130715,2100,21.8,91,0.38,4.9,119.78
0,20130715,2200,20.7,94,0.38,4.55,72.1
0,20130715,2300,20.4,96,0.37,4.99,24.72
0,20130716,0,21.3,90,0.38,5.25,138.02
0,20130716,100,20.8,89,0.38,5.28,16.08
0,20130716,200,20.7,88,0.38,4.89,7.93
0,20130716,300,19,96,0.38,4.93,139.04
0,20130716,400,18.4,97,0.38,4.09,93.98
0,20130716,500,18,97,0.38,5.02,22.62
77.73,20130716,600,19.2,95,0.38,5.46,141.65
259.44,20130716,700,23.2,81,0.38,6.15,98.25
451.66,20130716,800,24.7,75,0.38,6.66,39.02
624.07,20130716,900,25.7,70,0.38,6.83,87.39
712.06,20130716,1000,26.7,66,0.38,5.92,49.19
533.69,20130716,1100,27,65,0.37,6.47,11.23
568.82,20130716,1200,27.3,64,0.37,6.69,119.29
715.26,20130716,1300,28.1,62,0.37,6.27,3.18
825.42,20130716,1400,28.7,59,0.37,5.7,30.88
330.58,20130716,1500,27.8,64,0.37,6.2,81.66
471.55,20130716,1600,28.4,62,0.36,5.91,140.42
239.28,20130716,1700,27.8,64,0.36,6.06,103.67
129.92,20130716,1800,27.3,67,0.36,4.98,46.93
29.78,20130716,1900,25.8,73,0.36,4.54,108.49
0,20130716,2000,22.6,90,0.36,4.01,72.4
0,20130716,2100,21.4,95,0.37,4.06,138.13
0,20130716,2200,20.8,94,0.37,5.29,71.58
0,20130716,2300,20.1,97,0.37,4.96,83.32
0,20130717,0,19.8,97,0.37,5.34,141.09
0,20130717,100,19.4,97,0.37,5.14,140.7
0,20130717,200,19.3,97,0.37,4.35,48.36
0,20130717,300,20,94,0.36,5.32,22.74
0,20130717,400,20,94,0.37,4.44,103.73
0,20130717,500,19.2,97,0.37,5.24,125.77
70.23,20130717,600,21.1,92,0.37,6.34,132.11
251.87,20130717,700,23.7,83,0.37,5.87,11.26
445.92,20130717,800,25.7,77,0.36,6.69,149.73
635.41,20130717,900,27.1,70,0.37,6.66,72.05
608.59,20130717,1000,27.6,67,0.37,6.65,7.75
751.62,20130717,1100,28.4,63,0.36,6.02,152.11
811.77,20130717,1200,29,59,0.36,6.31,138.19
680.81,20130717,1300,29.2,59,0.36,5.92,33.11
684.95,20130717,1400,29.3,59,0.35,6.48,112.04
795.3,20130717,1500,29.8,60,0.35,6.37,94.99
325.59,20130717,1600,28.7,63,0.35,6.05,124.69
339.43,20130717,1700,28.7,64,0.35,6.01,72.34
185.81,20130717,1800,28,69,0.35,5.4,63.42
20.62,20130717,1900,26.5,77,0.35,5,110.08
0,20130717,2000,24.3,84,0.39,4.04,56.1
0,20130717,2100,21.7,90,0.38,2.44,14.05
0,20130717,2200,21.1,94,0.37,4.32,78.55
0,20130717,2300,21.2,94,0.38,5.34,112.14
0,20130718,0,21.1,93,0.37,4.74,116.21
0,20130718,100,21,91,0.38,4.01,108.34
0,20130718,200,20.4,94,0.37,3.92,46.21
0,20130718,300,20.3,95,0.38,5.23,52.07
0,20130718,400,20.1,94,0.37,4.81,132.26
0,20130718,500,19.8,96,0.38,4.78,52.32
17.68,20130718,600,20.1,96,0.37,6.02,10.82
102.64,20130718,700,20.7,95,0.38,5.65,55.96
331.84,20130718,800,22.6,87,0.37,6.08,134.92
474.96,20130718,900,24.4,79,0.37,6.65,90.31
587.93,20130718,1000,25.9,73,0.37,5.96,103.09
534.69,20130718,1100,26.6,73,0.37,5.89,111.46
586.48,20130718,1200,27.2,71,0.37,6.56,123.72
752.03,20130718,1300,28,68,0.37,6.12,40.04
665.68,20130718,1400,28.3,67,0.37,6.28,62.72
598.36,20130718,1500,28.7,64,0.36,6.44,125.35
408.83,20130718,1600,28.6,64,0.36,5.54,139.94
319.64,20130718,1700,26.9,69,0.36,5.68,8.34
74.19,20130718,1800,24.8,73,0.36,5.27,110.52
12.57,20130718,1900,23.5,81,0.35,4.65,46.2
0,20130718,2000,22,90,0.36,5,73.58
0,20130718,2100,21.3,94,0.36,4.62,108.85
0,20130718,2200,21,95,0.36,4.88,109.08
0,20130718,2300,20.6,96,0.36,4.69,149.39
0,20130719,0,20.3,97,0.36,4.41,57.58
0,20130719,100,19.9,97,0.36,4.7,41.02
0,20130719,200,19.8,97,0.36,4.74,99.41
0,20130719,300,19.4,98,0.36,4.72,109.48
0,20130719,400,19.8,97,0.36,4.96,42.54
0,20130719,500,19.3,97,0.36,5.19,86.02
64.35,20130719,600,20.5,97,0.36,5.65,33.16
234.96,20130719,700,22.7,90,0.36,6.12,32.55
426.51,20130719,800,24.6,82,0.36,6.52,83.08
437.11,20130719,900,25.7,73,0.36,6.6,102.27
758.79,20130719,1000,26.5,68,0.36,5.91,60.51
786.6,20130719,1100,27,67,0.36,6.53,38.04
884.21,20130719,1200,27.7,64,0.35,6.46,119.86
853.01,20130719,1300,27.9,63,0.35,6.17,121.15
803.66,20130719,1400,28.5,61,0.35,6.26,119.9
674.71,20130719,1500,28.4,59,0.35,5.95,87.16
533.43,20130719,1600,28.4,60,0.34,6.38,17.67
344.19,20130719,1700,28,61,0.35,5.81,80.98
166.57,20130719,1800,27.3,66,0.35,5.51,40.74
28.47,20130719,1900,25.7,75,0.35,4.57,11.73
0,20130719,2000,23.2,90,0.35,4.73,71.12
0,20130719,2100,22.1,94,0.35,4.18,1.47
0,20130719,2200,21.3,97,0.35,1.82,67.79
0,20130719,2300,20.9,97,0.35,4.81,64.69
0,20130720,0,20.3,98,0.35,4.63,30.45
0,20130720,100,20,97,0.34,3.93,122.02
0,20130720,200,20.9,94,0.34,3.32,95.9
0,20130720,300,20.4,95,0.34,4.75,123.68
0,20130720,400,20,96,0.34,4.49,44.59
0,20130720,500,19.7,97,0.35,5.83,27.25
67.37,20130720,600,20.3,96,0.34,6.05,116.72
235.73,20130720,700,22.5,90,0.34,5.76,40.89
441.12,20130720,800,24.3,83,0.34,6.46,32.12
527.96,20130720,900,25,76,0.34,6.5,50.29
742.63,20130720,1000,26,73,0.34,6.05,69.43
704.29,20130720,1100,26.6,68,0.34,5.99,72.01
921.04,20130720,1200,27.5,64,0.34,6.43,78.94
861.21,20130720,1300,27.9,62,0.34,6.5,126.25
731.84,20130720,1400,28,61,0.33,6.28,24.92
679.44,20130720,1500,28.3,61,0.33,6.24,10.25
493.01,20130720,1600,28,63,0.33,6.37,114.05
356.5,20130720,1700,27.9,62,0.33,5.61,99.63
171.68,20130720,1800,27.4,65,0.33,4.64,149.89
23.27,20130720,1900,25.3,77,0.33,5.13,49.59
0,20130720,2000,22.8,89,0.33,4.34,94.81
0,20130720,2100,21.7,94,0.33,5.42,95.68
0,20130720,2200,21.5,95,0.33,3.15,130.2
0,20130720,2300,21.5,94,0.33,4.59,0.61
0,20130721,0,21.1,94,0.33,3.98,83.83
